Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin File,File Offset (s),Begin Path,Freq 5% (Hz),Freq 95% (Hz),Peak Freq (Hz),Dur 90% (s),Center Time (s),Time 5% (s),Time 95% (s),Type,Syllables p Song,Site
136,Spectrogram 1,1,1473.174691,1473.353151,2686,6226.6,S1123KIP1_048K_S04_S7112_20240110_070004.flac,273.0467,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2812.5,5906.25,2718.75,0.1617,1473.2623,1473.1834,1473.3451,Syllable,,S04
137,Spectrogram 1,1,1472.733238,1472.902305,2808.1,6287.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,272.6052,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2906.25,6000,4125,0.1536,1472.8157,1472.7409,1472.8945,Syllable,,S04
138,Spectrogram 1,1,1472.949268,1473.137121,2808.1,6409.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,272.8213,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2906.25,6140.625,4125,0.1698,1473.044,1472.9591,1473.1289,Syllable,,S04
139,Spectrogram 1,1,1472.526601,1472.723846,2747,6287.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,272.3986,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2859.375,6000,4125,0.1778,1472.6237,1472.5348,1472.7126,Syllable,,S04
140,Spectrogram 1,1,1472.301179,1472.526601,2808.1,6531.8,S1123KIP1_048K_S04_S7112_20240110_070004.flac,272.1732,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2906.25,6328.125,4125,0.198,1472.4115,1472.3125,1472.5105,Syllable,,S04
141,Spectrogram 1,1,1472.056971,1472.282393,2991.2,6470.8,S1123KIP1_048K_S04_S7112_20240110_070004.flac,271.929,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,3093.75,6281.25,4125,0.2001,1472.169,1472.0679,1472.268,Syllable,,S04
142,Spectrogram 1,1,1471.850333,1472.075756,2808.1,5921.4,S1123KIP1_048K_S04_S7112_20240110_070004.flac,271.7223,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2906.25,5671.875,4125,0.2001,1471.9608,1471.8598,1472.0599,Syllable,,S04
143,Spectrogram 1,1,1464.148395,1464.289284,2808.1,6470.8,S1123KIP1_048K_S04_S7112_20240110_070004.flac,264.0204,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2906.25,6234.375,4125,0.1273,1464.217,1464.1564,1464.2837,Syllable,,S04
144,Spectrogram 1,1,1464.336247,1464.514707,2808.1,6348.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,264.2083,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2906.25,6046.875,4125,0.1617,1464.4252,1464.3463,1464.508,Syllable,,S04
145,Spectrogram 1,1,1464.542884,1464.730737,2808.1,6409.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,264.4149,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2906.25,6140.625,4125,0.1698,1464.6373,1464.5525,1464.7222,Syllable,,S04
146,Spectrogram 1,1,1464.758914,1464.946767,2747,6653.9,S1123KIP1_048K_S04_S7112_20240110_070004.flac,264.6309,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2859.375,6375,4125,0.1698,1464.8536,1464.7687,1464.9384,Syllable,,S04
147,Spectrogram 1,1,1464.974944,1465.162797,2869.1,6226.6,S1123KIP1_048K_S04_S7112_20240110_070004.flac,264.8469,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,3000,5906.25,4125,0.1698,1465.0698,1464.9849,1465.1547,Syllable,,S04
148,Spectrogram 1,1,1465.190974,1465.341256,2808.1,6409.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,265.063,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2906.25,6093.75,4125,0.1374,1465.2638,1465.1971,1465.3345,Syllable,,S04
149,Spectrogram 1,1,1465.397612,1465.594856,2808.1,6592.9,S1123KIP1_048K_S04_S7112_20240110_070004.flac,265.2696,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2906.25,6328.125,4125,0.1758,1465.4962,1465.4073,1465.5831,Syllable,,S04
48,Spectrogram 1,1,710.5698009,710.5698009,3418.5,3418.5,S1123KIP1_048K_S04_S7112_20240109_070004.flac,110.5058,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240109_070004.flac,3421.875,3421.875,3421.875,0,710.5694,710.5694,710.5694,,,S04
